__ctr_start,00100000
FUN_002081a4,002081a4
FUN_00208228,00208228
FUN_00208244,00208244
FUN_00208248,00208248
FUN_0020824c,0020824c
FUN_00208250,00208250
FUN_00208254,00208254
FUN_00208258,00208258
FUN_0020825c,0020825c
FUN_00208260,00208260
FUN_002083e8,002083e8
FUN_002083ec,002083ec
FUN_002083f0,002083f0
FUN_002083f4,002083f4
FUN_002085a4,002085a4
FUN_002085a8,002085a8
FUN_00208d64,00208d64
FUN_00208df4,00208df4
FUN_00208f18,00208f18
FUN_00208f88,00208f88
FUN_00209388,00209388
FUN_002095b4,002095b4
ActorShadow_DrawCircle,002096a0
ArrowFire_Init,002096b4
ArrowFire_Destroy,002098cc
BgDdanJd_Init,00209900
BgDdanJd_Destroy,002099c0
BgDdanKd_Init,002099f0
BgDdanKd_Destroy,00209aec
BgDodoago_Init,00209b2c
BgDodoago_Destroy,00209c94
BgUmajump_Init,00209cec
BgUmajump_Destroy,00209dc8
BgVbSima_Init,00209df8
BgVbSima_Destroy,00209e80
BgYdanSp_Init,00209eb0
BgYdanSp_Destroy,0020a330
BossFd2_Draw,0020a3b0
BossFd2_Update,0020a668
BossGanon_Init,0020ae70
BossGanon_Destroy,0020bdf0
Collider_ResetJntSphAC,0020c0bc
Collider_ResetJntSphAT,0020c130
Collider_ResetJntSphOC,0020c198
FUN_0020c1fc,0020c1fc
caseD_0_0020c520,0020c520
caseD_1_0020c5a4,0020c5a4
DemoShd_Draw,0020c65c
DemoShd_Update,0020c720
FUN_0020c728,0020c728
FUN_0020ce24,0020ce24
DoorAna_Draw,0020ceac
DoorAna_Update,0020cf64
DoorWarp1_Init,0020cf6c
DoorWarp1_Destroy,0020d280
EffDust_Draw,0020d308
EffDust_Update,0020d310
FUN_0020d318,0020d318
FUN_0020d3cc,0020d3cc
FUN_0020d544,0020d544
FUN_0020d6b4,0020d6b4
FUN_0020d794,0020d794
FUN_0020d8b4,0020d8b4
FUN_0020db58,0020db58
FUN_0020dc5c,0020dc5c
FUN_0020de5c,0020de5c
EnAnubice_Init,0020df34
EnAnubice_Destroy,0020e04c
EnArrow_Draw,0020e09c
EnArrow_Update,0020e7b0
EnBomChu_Init,0020e984
EnBomChu_Destroy,0020eb2c
EnChanger_Init,0020ec50
FUN_0020f088,0020f088
EnDaiku_Draw,0020f08c
EnDaiku_Update,0020f1a8
EnDodongo_Init,0020f294
EnDodongo_Destroy,0020f534
EnEiyer_Draw,0020f5c8
EnEiyer_Update,0020f700
EnExItem_Init,0020fc50
EnExItem_Destroy,0020fde0
EnFdFire_Init,0020fe10
EnFdFire_Destroy,0020ff3c
EnFirefly_Init,0020ff60
EnFirefly_Destroy,00210154
EnGirlA_Draw,00210188
EnGirlA_Update,002103c0
EnGoroiwa_Init,002103c8
EnGoroiwa_Destroy,00210650
FUN_00210678,00210678
FUN_00210758,00210758
FUN_002108ac,002108ac
EnHeishi1_Init,00210a80
EnHeishi1_Destroy,00210cb4
FUN_00210cd4,00210cd4
EnHeishi2_Init,00210d1c
EnHeishi2_Destroy,00211084
FUN_002110e4,002110e4
EnHeishi3_Init,00211130
EnHeishi3_Destroy,00211268
EnHeishi3_OverrideLimbDraw,0021129c
EnHeishi4_Init,002112d0
EnHeishi4_Destroy,002114f0
FUN_00211524,00211524
EnHorse_Inactive,00211558
FUN_00211688,00211688
FUN_0021173c,0021173c
EnKakasi2_Init,002118a0
EnKakasi2_Destroy,00211a48
EnKakasi3_Init,00211a6c
EnKakasi3_Destroy,00211b30
EnLight_Draw,00211b5c
EnLight_Update,00211c30
EnMFire1_Init,00211d9c
EnMFire1_Destroy,00211e04
EnInsect_Draw,00211e28
EnInsect_Update,00211e84
caseD_2_002121a4,002121a4
FUN_002121fc,002121fc
EnOssan_Update,00212278
EnOkuta_Draw,00212290
EnOkuta_Update,002123a4
EnSiofuki_Init,00212ab8
EnSiofuki_Destroy,00212dc4
FUN_00212df4,00212df4
EnToryo_Draw,00212e40
EnToryo_Update,00212e84
FUN_00212f94,00212f94
EnWallmas_Init,0021318c
EnWallmas_Destroy,00213368
EnLightbox_Draw,002133a4
FUN_002133f0,002133f0
FUN_002134c8,002134c8
FUN_00213614,00213614
ItemInbox_Init,00213cf4
ItemInbox_Destroy,00213d50
MagicDark_Init,00213edc
MagicDark_Destroy,002142cc
MagicFire_Init,002143c8
MagicFire_Destroy,00214640
MagicWind_Init,00214678
FUN_00214874,00214874
FUN_002148a4,002148a4
ObjBean_Draw,00214938
ObjBean_Update,00214bec
ObjComb_Draw,00214fb8
ObjComb_Update,002152ec
ObjDekujr_Init,00215344
ObjDekujr_Destroy,0021577c
ObjHana_Draw,00215798
ObjHana_Update,002157e4
ObjKibako_Init,00215838
ObjKibako_Destroy,00215984
ObjLift_Draw,002159ac
ObjLift_Update,002159dc
FUN_002159f8,002159f8
ObjSwitch_Init,00215a14
ObjSwitch_Destroy,00215ec8
OceffSpot_Init,00215fa8
OceffSpot_Destroy,002162cc
OceffWipe_Init,00216360
OceffWipe_Destroy,00216580
FUN_002165ec,002165ec
FUN_002168b4,002168b4
FUN_00216980,00216980
FUN_0021699c,0021699c
FUN_00216d44,00216d44
FUN_00216d8c,00216d8c
FUN_00217014,00217014
EnGo2_PostLimbDraw,00217098
EnIn_PostLimbDraw,002170f0
EnJs_PostLimbDraw,002171b0
EnKo_PostLimbDraw,00217230
FUN_00217274,00217274
FUN_002172bc,002172bc
EnMa3_PostDrawLimb,00217304
FUN_0021734c,0021734c
FUN_002173d4,002173d4
EnGeldB_OverrideLimbDraw,002174d0
EnGeldB_PostLimbDraw,002174f0
FUN_00217a5c,00217a5c
FUN_00217c2c,00217c2c
ShotSun_Update,00217c64
FUN_00217c6c,00217c6c
FUN_00217cc4,00217cc4
FUN_00217d50,00217d50
FUN_00217e0c,00217e0c
FUN_00217ed8,00217ed8
EnSkj_CleanupOcarinaGame,00217f64
EnSkj_WaitForPlayback,00217fb8
FUN_0021827c,0021827c
FUN_002182cc,002182cc
FUN_0021837c,0021837c
FUN_002188a0,002188a0
FUN_00218b78,00218b78
FUN_00218b94,00218b94
FUN_00218c88,00218c88
FUN_00218d60,00218d60
FUN_00218dbc,00218dbc
FUN_00218de4,00218de4
FUN_00218e50,00218e50
FUN_00218e78,00218e78
FUN_00218e94,00218e94
FUN_0021902c,0021902c
FUN_002190e0,002190e0
FUN_00219314,00219314
FUN_00219450,00219450
EnFirefly_OverrideLimbDraw,00219548
EnFirefly_PostLimbDraw,002195e4
Camera_Fixed0,002198d0
Camera_Fixed1,002198d8
Camera_Fixed2,00219c28
Camera_Fixed3,00219f88
Camera_Fixed4,0021a1ec
FUN_0021a5ac,0021a5ac
EnDaiku_OverrideLimbDraw,0021a828
EnDaikuKakariko_OverrideLimbDraw,0021a858
EnMm_OverrideLimbDraw,0021a930
EnMm2_OverrideLimbDraw,0021a970
EnToryo_OverrideLimbDraw,0021a9a4
FUN_0021a9e8,0021a9e8
FUN_0021aac0,0021aac0
FUN_0021abd0,0021abd0
FUN_0021b634,0021b634
FUN_0021b6c4,0021b6c4
FUN_0021b740,0021b740
FUN_0021b890,0021b890
FUN_0021bb64,0021bb64
FUN_0021bcc0,0021bcc0
FUN_0021bce8,0021bce8
FUN_0021bd40,0021bd40
FUN_0021c0bc,0021c0bc
FUN_0021c120,0021c120
FUN_0021c1d0,0021c1d0
FUN_0021c2a8,0021c2a8
FUN_0021c380,0021c380
FUN_0021c454,0021c454
FUN_0021c4e4,0021c4e4
FUN_0021c564,0021c564
FUN_0021c5f8,0021c5f8
FUN_0021c664,0021c664
FUN_0021c8c4,0021c8c4
EnDntJiji_Hide,0021c930
EnDntJiji_SetupCower,0021c97c
EnBomBowlMan_ChooseShowPrize,0021ca90
FUN_0021ccfc,0021ccfc
FUN_0021cde4,0021cde4
FUN_0021ce64,0021ce64
FUN_0021ced4,0021ced4
FUN_0021cf54,0021cf54
BgPoEvent_PaintingAppear,0021d00c
EnExItem_TargetPrizeFinish,0021d044
FUN_0021d098,0021d098
FUN_0021d0d4,0021d0d4
FUN_0021d130,0021d130
BgMizuShutter_Move,0021d1b0
EnBomBowlMan_WaitAsleep,0021d460
FUN_0021d4e8,0021d4e8
FUN_0021d620,0021d620
FUN_0021d6bc,0021d6bc
FUN_0021d804,0021d804
FUN_0021dd58,0021dd58
EnExItem_ExitChest,0021ddb4
FUN_0021de14,0021de14
FUN_0021de8c,0021de8c
FUN_0021ded8,0021ded8
FUN_0021df78,0021df78
FUN_0021e0a4,0021e0a4
FUN_0021e1b4,0021e1b4
EnDaikuKakariko_Talk,0021e22c
FUN_0021e310,0021e310
FUN_0021e388,0021e388
FUN_0021e4e8,0021e4e8
FUN_0021e5c0,0021e5c0
FUN_0021e8e4,0021e8e4
EnMd_PostLimbDraw,0021e91c
EnZl4_PostLimbDraw,0021e9b4
FUN_0021ea58,0021ea58
FUN_0021eb44,0021eb44
FUN_0021eb48,0021eb48
FUN_0021eb4c,0021eb4c
FUN_0021ebac,0021ebac
FUN_0021ebb0,0021ebb0
FUN_0021edc0,0021edc0
FUN_0021ee20,0021ee20
FUN_0021efe8,0021efe8
FUN_0021f2f0,0021f2f0
FUN_0021f548,0021f548
FUN_0021f9a0,0021f9a0
FUN_0021fa04,0021fa04
FUN_0021fa90,0021fa90
FUN_0021faec,0021faec
Interface_InitHorsebackArchery,0021fd0c
Actor_NotMounted,0021fd50
ArmsHook_Draw,0021fd60
ArmsHook_Update,002202d0
ArrowIce_Draw,002203ac
ArrowIce_Update,0022082c
ArrowLight_Init,00220868
ArrowLight_Destroy,00220a80
BgBombwall_Init,00220ab4
BgBombwall_Destroy,00220da4
BgHakaZou_Init,00220e20
BgHakaZou_Destroy,00221078
BgIngate_Draw,002210c4
BgIngate_Update,00221110
BgJyaLift_Init,00221118
BgJyaLift_Destroy,00221228
BgMizuUzu_Init,00221274
BgMizuUzu_Destroy,002212f0
BgPoEvent_Init,00221308
BgPoEvent_Destroy,0022189c
BgTokiSwd_Init,00221928
BgTokiSwd_Destroy,002219f8
BossGanon2_Init,00221a20
BossGanon2_Destroy,00221b74
BossGoma_Draw,00221d70
BossGoma_Update,00221f20
caseD_19,00222564
caseD_3_002225cc,002225cc
caseD_1b,0022262c
caseD_1_00222694,00222694
caseD_10,002226f4
caseD_13,00222818
caseD_18,0022293c
caseD_1a,0022299c
caseD_2_00222a04,00222a04
caseD_f,00222a64
FUN_00222acc,00222acc
FUN_00222ba8,00222ba8
FUN_00222ca0,00222ca0
FUN_00222e00,00222e00
FUN_00222ef4,00222ef4
FUN_00222fe0,00222fe0
FUN_002230cc,002230cc
FUN_002231a8,002231a8
FUN_00223284,00223284
FUN_00223378,00223378
DemoEffect_Init,0022345c
DemoEffect_Destroy,002245b8
FUN_00224714,00224714
caseD_1_002247f8,002247f8
caseD_1_00224b24,00224b24
DemoKankyo_Init,00224b58
DemoKankyo_Destroy,00225008
DemoKekkai_Init,00225138
DemoKekkai_Destroy,00225524
FUN_00225580,00225580
FUN_00225690,00225690
DoorGerudo_Init,002256ec
DoorGerudo_Destroy,002257c8
DoorKiller_Init,00225804
DoorKiller_Destroy,00225ef8
EfcErupc_Draw,00225fb8
EfcErupc_Update,00226370
EffectBlure_Draw,0022658c
EffectBlure_Update,00227000
EffectSpark_Draw,002271a8
EffectSpark_Update,002275ac
FUN_00227784,00227784
FUN_002278e0,002278e0
FUN_00227a64,00227a64
FUN_00227acc,00227acc
FUN_00227bfc,00227bfc
FUN_00227e78,00227e78
FUN_00228094,00228094
FUN_0022826c,0022826c
FUN_00228434,00228434
FUN_002285bc,002285bc
EnBdfire_Draw,00228810
EnBigokuta_Init,00228818
EnBigokuta_Destroy,002289d0
EnBlkobj_Draw,00228a34
EnBlkobj_Update,00228cac
EnBubble_Draw,00228cb4
EnBubble_Update,00228f24
EnDekubaba_Init,00228fdc
EnDekubaba_Destroy,0022930c
EnDekunuts_Init,00229368
EnDekunuts_Destroy,002295d8
EnDntDemo_Init,00229628
EnDntDemo_Destroy,0022975c
EnDntJiji_Init,00229760
EnDntJiji_Destroy,00229864
EnDyExtra_Init,0022989c
EnDyExtra_Destroy,00229988
EnEncount1_Init,00229994
EnEncount1_Destroy,00229b50
EnEncount2_Init,00229b74
EnEncount2_Destroy,00229c38
EnExRuppy_Init,00229c48
EnExRuppy_Destroy,00229f7c
EnFhgFire_Init,00229f88
EnFhgFire_Destroy,0022a450
EnFloormas_Init,0022a4c4
EnFloormas_Destroy,0022a6f0
EnGSwitch_Init,0022a720
EnGSwitch_Destroy,0022aa5c
EnGirlA_InitItem,0022aa88
EnHorseLinkChild_Draw,0022aae4
EnHintnuts_Init,0022ab2c
EnHintnuts_Destroy,0022ade0
EnHonotrap_Init,0022ae30
EnHonotrap_Destroy,0022b148
EnIceHono_Init,0022b190
EnIceHono_Destroy,0022b664
EnItem00_Draw,0022b6c0
EnItem00_Update,0022b71c
EnKakasi_Draw,0022bd24
EnKakasi_Update,0022bd7c
EnKanban_Draw,0022be4c
EnKanban_Update,0022c284
EnKarebaba_Init,0022d7a4
EnKarebaba_Destroy,0022d974
EnNiwGirl_Init,0022d9e0
EnNiwGirl_Destroy,0022dcbc
EnNiwGirl_OverrideLimbDraw,0022dce8
EnNiwLady_Init,0022dd1c
EnNiwLady_Destroy,0022ddcc
FUN_0022de08,0022de08
EnNutsball_Init,0022de3c
EnNutsball_Destroy,0022dfb4
EnPoField_Init,0022dfec
EnPoField_Destroy,0022e1e4
EnPoRelay_Init,0022e25c
EnPoRelay_Destroy,0022e438
caseD_2_0022e48c,0022e48c
EnFish_Draw,0022e4e4
EnFish_Update,0022e520
EnShopnuts_Init,0022ed2c
EnShopnuts_Destroy,0022ef40
EnStream_Draw,0022ef64
EnStream_Update,0022efd4
EnTorch2_Draw,0022eff8
EnTorch2_Update,0022f0c8
FUN_0022fa68,0022fa68
EnViewer_Draw,0022fd70
EnViewer_Update,0022fe04
EnWeiyer_Draw,0022fe0c
EnWeiyer_Update,0022ff04
EnYukabyun_Init,00230300
EnYukabyun_Destroy,002303e0
EnDh_Burrow,00230408
EnLightbox_Init,00230584
EnLightbox_Destroy,002306d4
EndTitle_Draw,00230704
EndTitle_Update,002309fc
FUN_00230a00,00230a00
FUN_00230a54,00230a54
FUN_00230c64,00230c64
FUN_00230d84,00230d84
ItemShield_Init,00230ed8
ItemShield_Destroy,002311a0
FUN_002311dc,002311dc
FUN_002311e0,002311e0
FUN_00231354,00231354
FUN_00231364,00231364
ObjBombiwa_Init,00231380
ObjBombiwa_Destroy,00231460
ObjHamishi_Init,00231488
ObjHamishi_Destroy,00231580
ObjHsblock_Init,002315a8
ObjHsblock_Destroy,00231708
ObjKibako2_Init,0023173c
ObjKibako2_Destroy,0023182c
FUN_0023186c,0023186c
FUN_002318ac,002318ac
FUN_002318b4,002318b4
FUN_002318f0,002318f0
OceffStorm_Init,00231920
OceffStorm_Destroy,00231ce0
OceffWipe2_Init,00231df8
OceffWipe2_Destroy,00232000
OceffWipe3_Init,0023206c
OceffWipe3_Destroy,00232274
OceffWipe4_Init,002322e0
FUN_00232500,00232500
FUN_00232564,00232564
FUN_002325bc,002325bc
EnHorse_OverrideLimbDraw,002326ac
FUN_00232dac,00232dac
FUN_00232fac,00232fac
FUN_002331a0,002331a0
EnGo2_OverrideLimbDraw,002331d4
EnIn_OverrideLimbDraw,002334bc
EnJs_OverrideLimbDraw,002334ec
EnKo_OverrideLimbDraw,002335b4
FUN_00233614,00233614
FUN_00233648,00233648
EnMa3_OverrideLimbDraw,0023367c
FUN_002336b0,002336b0
FUN_002336e0,002336e0
FUN_002338d8,002338d8
FUN_00233910,00233910
FUN_00233b14,00233b14
FUN_00233bb4,00233bb4
EnPeehat_PostLimbDraw,00234044
FUN_002341a8,002341a8
EnTr_OverrideLimbDraw,002342a8
FUN_00234380,00234380
FUN_002343a4,002343a4
FUN_00234430,00234430
FUN_0023443c,0023443c
FUN_00234450,00234450
FUN_0023447c,0023447c
FUN_0023449c,0023449c
FUN_002344c4,002344c4
EnSkj_FailedMiniGame,00234514
EnSkj_WonOcarinaMiniGame,00234544
Camera_Battle0,00234574
Camera_Battle1,0023457c
Camera_Battle2,00235284
Camera_Battle3,0023528c
Camera_Battle4,00235294
FUN_0023561c,0023561c
FUN_002357ec,002357ec
FUN_002358ec,002358ec
FUN_00235908,00235908
FUN_00235930,00235930
FUN_00235940,00235940
FUN_002359e0,002359e0
FUN_00235a4c,00235a4c
FUN_00235acc,00235acc
FUN_00235c94,00235c94
FUN_00235d68,00235d68
FUN_00235e84,00235e84
Camera_KeepOn0,00236168
Camera_KeepOn1,00236420
Camera_KeepOn2,00237084
Camera_KeepOn3,0023708c
Camera_KeepOn4,00237970
FUN_002386c4,002386c4
FUN_0023872c,0023872c
FUN_0023877c,0023877c
FUN_002388c8,002388c8
FUN_002389ec,002389ec
FUN_00238abc,00238abc
FUN_00238bc4,00238bc4
FUN_00238c38,00238c38
FUN_00238cb4,00238cb4
FUN_00238cd0,00238cd0
FUN_00238e24,00238e24
EnExRuppy_Sink,00238f08
FUN_00239004,00239004
EnPoRelay_Idle,00239074
FUN_00239124,00239124
EnSyatekiMan_WaitForGame,00239160
FUN_00239264,00239264
FUN_0023929c,0023929c
FUN_002394cc,002394cc
FUN_00239534,00239534
EnExItem_BowlCounter,002396ec
FUN_00239714,00239714
EnSyatekiMan_Talk,00239770
FUN_002398c0,002398c0
FUN_00239934,00239934
EnBox_AppearOnRoomClear,00239ad8
FUN_00239b88,00239b88
FUN_00239cf0,00239cf0
FUN_00239e24,00239e24
Camera_Normal0,00239fcc
Camera_Data1,00239fd4
Camera_Normal1,00239fd8
Camera_Normal2,0023ac98
Camera_Normal3,0023b428
Camera_Normal4,0023bc68
EnMd_OverrideLimbDraw,0023bc70
FUN_0023bc80,0023bc80
FUN_0023bca4,0023bca4
EnZl4_OverrideLimbDraw,0023bd38
FUN_0023bd6c,0023bd6c
FUN_0023bd70,0023bd70
FUN_0023bd74,0023bd74
FUN_0023bd78,0023bd78
FUN_0023bfb0,0023bfb0
FUN_0023bfb4,0023bfb4
FUN_0023c02c,0023c02c
FUN_0023c030,0023c030
FUN_0023c034,0023c034
FUN_0023c038,0023c038
FUN_0023c03c,0023c03c
FUN_0023c040,0023c040
FUN_0023c044,0023c044
FUN_0023c048,0023c048
FUN_0023c070,0023c070
FUN_0023c074,0023c074
FUN_0023c078,0023c078
FUN_0023c07c,0023c07c
FUN_0023c140,0023c140
FUN_0023c144,0023c144
FUN_0023c148,0023c148
FUN_0023c14c,0023c14c
FUN_0023c150,0023c150
FUN_0023c154,0023c154
FUN_0023c158,0023c158
FUN_0023c15c,0023c15c
FUN_0023c1b8,0023c1b8
FUN_0023c1bc,0023c1bc
FUN_0023c1c0,0023c1c0
FUN_0023c1c4,0023c1c4
FUN_0023c1c8,0023c1c8
FUN_0023c1cc,0023c1cc
FUN_0023c1d0,0023c1d0
FUN_0023c1d4,0023c1d4
FUN_0023c1d8,0023c1d8
FUN_0023c1dc,0023c1dc
FUN_0023c1e0,0023c1e0
FUN_0023c1e4,0023c1e4
FUN_0023c1e8,0023c1e8
FUN_0023c1ec,0023c1ec
FUN_0023c1f0,0023c1f0
FUN_0023c1f4,0023c1f4
FUN_0023c1f8,0023c1f8
FUN_0023c1fc,0023c1fc
FUN_0023c200,0023c200
FUN_0023c204,0023c204
FUN_0023c208,0023c208
FUN_0023c20c,0023c20c
FUN_0023c210,0023c210
FUN_0023c4e0,0023c4e0
FUN_0023c7ac,0023c7ac
Camera_Unique0,0023cb58
Camera_Unique1,0023cf4c
Camera_Special2,0023d558
Camera_Unique2,0023d55c
Camera_Unique3,0023d904
Camera_Unique4,0023dd34
Camera_Unique5,0023dd3c
Camera_Unique6,0023dd44
Camera_Unique7,0023dec4
Camera_Unique8,0023e114
Camera_Unique9,0023e11c
FUN_0023f334,0023f334
ArrowFire_Draw,0023f40c
ArrowFire_Update,0023f85c
BgBomGuard_Init,0023f898
FUN_0023f928,0023f928
BgBowlWall_Init,0023f940
BgBowlWall_Destroy,0023fa80
BgBreakwall_Init,0023fab0
BgBreakwall_Destroy,0023fc00
BgDdanJd_Draw,0023fc30
BgDdanJd_Update,0023fc7c
BgDdanKd_Draw,0023fc84
BgDdanKd_Update,0023fcd0
BgDodoago_Draw,0023fcd8
BgDodoago_Update,0023fd30
BgHakaGate_Init,0023fe70
BgHakaGate_Destroy,002401d0
BgHakaHuta_Init,00240254
BgHakaHuta_Destroy,00240328
BgHakaShip_Init,00240358
BgHakaShip_Destroy,002404dc
BgHakaTrap_Init,0024052c
BgHakaTrap_Destroy,00240848
BgHakaTubo_Init,002408dc
BgHakaTubo_Destroy,00240af4
BgJyaBlock_Init,00240b48
BgJyaBlock_Destroy,00240c08
BgJyaCobra_Init,00240c38
BgJyaCobra_Destroy,002410a0
BgSstFloor_Init,002411f8
BgSstFloor_Destroy,00241284
BgTreemouth_Init,002412b4
BgTreemouth_Destroy,00241434
BgUmajump_Draw,00241464
BgUmajump_Update,002414b0
BgVbSima_Draw,002414b4
BgVbSima_Update,002414f8
BgYdanHasi_Init,00241944
BgYdanHasi_Destroy,00241b2c
BgYdanSp_Draw,00241b5c
BgYdanSp_Update,00241ef8
FUN_00241f00,00241f00
FUN_002422c8,002422c8
BossGanon_Draw,00242308
BossGanon_Update,00242a94
caseD_2_00243f54,00243f54
FUN_00243fa4,00243fa4
DemoEc_OverrideLimbDraw,00243fa8
caseD_7,00243fac
caseD_16,00244014
caseD_9,0024407c
caseD_6,002440dc
caseD_8,00244144
caseD_a,002441ac
caseD_b,0024420c
caseD_17,0024426c
caseD_e,002442d4
caseD_4_0024433c,0024433c
caseD_5,0024439c
caseD_12,00244404
caseD_1c,0024446c
caseD_14,002444d4
caseD_15,00244568
FUN_002445c8,002445c8
FUN_00244684,00244684
FUN_00244760,00244760
FUN_0024481c,0024481c
FUN_002448f4,002448f4
FUN_002449cc,002449cc
FUN_00244a88,00244a88
FUN_00244b44,00244b44
FUN_00244c04,00244c04
FUN_00244cdc,00244cdc
FUN_00244d98,00244d98
FUN_00244e70,00244e70
FUN_00244f50,00244f50
FUN_00245034,00245034
caseD_1_00245094,00245094
caseD_2_00245240,00245240
caseD_2_00245298,00245298
DemoTreLgt_Init,002452e8
DoorShutter_Init,002453e0
DoorShutter_Destroy,002455e0
DoorWarp1_Draw,002456fc
DoorWarp1_Update,002458d0
EnHorseNormal_Wander,00245958
EnHorseNormal_Wait,00245fa0
EffectBlure_Init2,002460b8
FUN_00246220,00246220
FUN_002463cc,002463cc
FUN_00246620,00246620
FUN_00246720,00246720
FUN_0024686c,0024686c
FUN_00246c74,00246c74
EnAnubice_Draw,00246e00
EnAnubice_Update,00246e58
FUN_00247338,00247338
FUN_00247488,00247488
FUN_002478a4,002478a4
FUN_002479f8,002479f8
EnBomChu_Draw,00247af0
EnBomChu_Update,00247c40
FUN_00248264,00248264
FUN_002482d0,002482d0
FUN_002483fc,002483fc
FUN_00249014,00249014
EnClearTag_Init,0024903c
EnClearTag_Destroy,00249040
FUN_00249044,00249044
FUN_00249048,00249048
EnDodongo_Death,00249100
FUN_00249260,00249260
EnDodongo_Draw,0024936c
EnDodongo_Update,00249428
FUN_00249af8,00249af8
EnExItem_Draw,00249bac
EnExItem_Update,00249cb8
EnFdFire_Draw,00249cf4
EnFdFire_Update,0024a080
EnFireRock_Init,0024a164
EnFireRock_Destroy,0024a51c
EnFirefly_Draw,0024a57c
EnFirefly_Update,0024a640
EnGoroiwa_Draw,0024acb8
EnGoroiwa_Update,0024acec
FUN_0024ae70,0024ae70
FUN_0024af18,0024af18
EnHeishi1_Draw,0024b4c4
EnHeishi1_Update,0024b538
EnHeishi2_Draw,0024b884
EnHeishi2_Update,0024b93c
FUN_0024ba60,0024ba60
EnHeishi3_Draw,0024ba98
EnHeishi3_Update,0024bad4
EnHeishi4_Draw,0024bb90
EnHeishi4_Update,0024bbcc
EnHintstone_Init,0024bd08
EnHintstone_Destroy,0024be24
FUN_0024be50,0024be50
FUN_0024c3e8,0024c3e8
FUN_0024c648,0024c648
FUN_0024c6b8,0024c6b8
EnKakasi2_Update,0024c710
EnKakasi3_Draw,0024c7ec
EnKakasi3_Update,0024c844
EnMThunder_Init,0024c910
EnMThunder_Destroy,0024cd48
FUN_0024cdec,0024cdec
caseD_1_0024cdf4,0024cdf4
caseD_0_0024cec0,0024cec0
caseD_c,0024d024
EnPoDesert_Init,0024d0d4
EnPoDesert_Destroy,0024d320
EnPoh_Update,0024d368
FUN_0024d5dc,0024d5dc
FUN_0024d7b0,0024d7b0
FUN_0024d998,0024d998
FUN_0024d9c0,0024d9c0
EnSiofuki_Draw,0024dd5c
EnSiofuki_Update,0024df20
EnSkjneedle_Init,0024df28
EnSkjneedle_Destroy,0024dfbc
EnTp_Die,0024dfe4
EnTp_Tail_FollowHead,0024e268
EnTuboTrap_Init,0024e434
EnTuboTrap_Destroy,0024e4c0
FUN_0024e4e8,0024e4e8
FUN_0024e700,0024e700
FUN_0024ef24,0024ef24
EnWallmas_Draw,0024ef48
EnWallmas_Update,0024f268
FUN_0024f670,0024f670
FUN_0024f78c,0024f78c
FUN_0024fa94,0024fa94
EnDh_Death,0024fd4c
EnDh_Retreat,0024fe44
EnDh_Wait,0024ff44
FUN_002501ac,002501ac
FUN_002503e4,002503e4
FUN_002504ac,002504ac
FUN_00250540,00250540
Player_InitCommon,00250768
Player_UpdateCommon,00250ad0
FUN_0025342c,0025342c
FUN_0025355c,0025355c
FUN_002535f0,002535f0
ItemBHeart_Init,0025375c
ItemBHeart_Destroy,002537d4
ItemInbox_Draw,002537e0
ItemInbox_Update,00253810
ItemOcarina_Init,00253818
ItemOcarina_Destroy,00253a1c
MagicDark_DiamondDraw,00253ab4
MagicDark_Update,00253d94
MagicFire_Draw,00253ff0
MagicFire_Update,0025426c
MagicFire_UpdateBeforeCast,002547b8
MagicWind_Update,0025482c
FUN_00254868,00254868
FUN_002549b4,002549b4
ObjDekujr_Draw,00254ae8
ObjDekujr_Update,00254b50
ObjElevator_Init,00254e2c
ObjElevator_Destroy,00254efc
ObjIcePoly_Init,00254f2c
ObjIcePoly_Destroy,00255090
ObjKibako_Draw,002550d8
ObjKibako_Update,002551ec
ObjOshihiki_Init,00255200
ObjOshihiki_Destroy,00255460
ObjSwitch_Draw,00255490
ObjSwitch_Update,002554a8
ObjSyokudai_Init,0025565c
ObjSyokudai_Destroy,00255990
OceffSpot_Draw,00255a04
OceffSpot_Update,00255bdc
OceffWipe_Draw,00255e0c
OceffWipe_Update,00256158
FUN_002561a4,002561a4
FUN_002561e8,002561e8
FUN_00256384,00256384
EnNiw_OverrideLimbDraw,002563fc
FUN_00256564,00256564
FUN_00256568,00256568
EnDodojr_OverrideLimbDraw,002565e8
FUN_0025678c,0025678c
FUN_00256884,00256884
FUN_00256974,00256974
FUN_0025697c,0025697c
FUN_00256980,00256980
FUN_00256b28,00256b28
FUN_00256bd8,00256bd8
FUN_00256c7c,00256c7c
FUN_00256ca8,00256ca8
FUN_00256d48,00256d48
FUN_00256d50,00256d50
FUN_00256dd0,00256dd0
EnSkj_SetupWaitForOcarina,00256ea8
FUN_00256fb0,00256fb0
FUN_00257054,00257054
IChain_Apply_f32div1000,002570a8
IChain_Apply_Vec3fdiv1000,002570d4
FUN_00257108,00257108
FUN_00257280,00257280
FUN_002572d8,002572d8
FUN_00257608,00257608
FUN_00257748,00257748
FUN_00257918,00257918
FUN_00257ab0,00257ab0
FUN_00257b4c,00257b4c
FUN_00257bc4,00257bc4
FUN_00257c78,00257c78
FUN_00257e94,00257e94
FUN_00257ee4,00257ee4
FUN_00257ee8,00257ee8
FUN_00257f7c,00257f7c
FUN_00258020,00258020
FUN_002580b8,002580b8
